『你们中间若有缺少智慧的，应当求那厚赐与众人、也不斥责人的神，主就必赐给他』	（雅1：5）
『那时伯特利人已经打发沙利亚和利坚米勒，并跟从他们的人，去恳求耶和华的恩，并问万军之耶和华殿中的祭司和先知说：我历年以来，在五月间哭泣斋戒，现在还当这样行吗？』	（亚7：2-3）
『万军之耶和华的话就临到我说：你要宣告国内的众民和祭司，说：你们这七十年，在五月、七月禁食悲哀，岂是丝毫向我禁食吗？你们吃喝，不是为自己吃，为自己喝吗？』	（亚7：4-6）
『万军之耶和华说：我曾呼唤他们，他们不听；将来他们呼求我，我也不听』	（亚7：13）
『他们禁食的时候，我不听他们的呼求；他们献燔祭和素祭，我也不悦纳；我却要用刀剑、饥荒、瘟疫灭绝他们』	（耶14：12）
『至于这一类的鬼，若不祷告、禁食，他就不出来』	（太17：21）
『田地还没有卖，不是你自己的么？既卖了，价银不是你作主么？』	（徒5：3）
『好好管理自己的家，使儿女凡事端庄顺服』	（提前3：4）
『人若不知道管理自己的家，焉能照管神的教会呢？』	（提前3：5）
『好好管理儿女和自己的家』	（提前3：12）
『你要守除酵节，照我所吩咐你的，、、、吃无酵饼七天。谁也不可空手朝见我』	（出23：15）
『头生的驴要用羊羔代赎，若不代赎就要打折牠的颈项。凡头生的儿子都要赎出来。谁也不可空手朝见我』	（出34：20）
『你一切的男丁要在除酵节、七七节、住棚节，一年三次，在耶和华你神所选择的地方朝见他，却不可空手朝见』	（申16：16）
『他的力量若不够献一只羊羔，就要因所犯的罪，把两只斑鸠或是两只雏鸽带到耶和华面前为赎愆祭』	（利5：7）
『他的力量若不够献两只斑鸠或是两只雏鸽，就要因所犯的罪带供物来，就是细面伊法十分之一为赎罪祭；不可加上油，也不可加上乳香，因为是赎罪祭』	（利5：11）
『万军之耶和华说：你们要将当纳的十分之一全然送入仓库，使我家有粮，以此试试我，是否为你们敞开天上的窗户，倾福与你们，甚至无处可容』	（玛3：10）
『万军之耶和华说：我必为你们斥责蝗虫，不容牠毁坏你们的土产。你们田间的葡萄树在未熟之先也不掉果子』	（玛3：11）
『既然知道他听我们一切所求的，就知道我们所求于他的，无不得著』	（约壹5：15）
『并且我们一切所求的，就从他得著；因为我们遵守他的命令，行他所喜悦的事』	（约壹3：22）
『基甸以此制造了一个以弗得，设立在本城俄弗拉。后来以色列人拜那以弗得行了邪淫；这就作了基甸和他全家的网罗』	（士8：27）
『	（亚比米勒）将他弟兄、耶路巴力	（基甸的别名）的众子七十人都杀在一块磐石上；只剩下耶路巴力的小儿子约坦，因为他躲藏了』	（士9：5）
『你们中间作父亲的，谁有儿子求饼，反给他石头呢？求鱼，反拿蛇当鱼给他呢？』	（路11：11）
『然而他们还是不听父亲的话，因为耶和华想要杀他们』	（撒上2：25）
『以色列王对约沙法说：还有一个人，是音拉的儿子米该雅，我们可以托他求问耶和华。只是我恨他；因为他指著我所说的预言，不说吉语，单说凶言』	（王上22：8）
『猪─因为蹄分两瓣，却不倒嚼，就与你们不洁净』	（利11：7）
『猪─因为是分蹄却不倒嚼，就与你们不洁净。这些兽的肉，你们不可吃，死的也不可摸』	（申14：8）
『圣灵立你们作全群的监督，你们就当为自己谨慎，也为全群谨慎，牧养神的教会』	（徒20：28）
『我们、、、、所有的义，都像污秽的衣服』	（赛64：6）
『耶和华如此说：你们当站在路上察看，访问古道，哪是善道，便行在其间；这样，你们心里必得安息。他们却说：我们不行在其间』	（耶6：16）
『提摩太啊，你要保守所托付你的，躲避、、、那敌真道、似是而非的学问』	（提前6：20）
『惟有忍耐到底的必然得救』	（太10：22）
『又用刀杀了比珥的儿子巴兰』	（民31：8）
『他们不是厌弃你，乃是厌弃我，不要我作他们的王』	（撒上8：7）
『耶和华对撒母耳说：百姓向你说的一切话，你只管依从』	（撒上8：7）
『、、、、那时你们必因所选的王哀求耶和华，耶和华却不应允你们』	（撒上8：18）
『百姓竟不肯听撒母耳的话，说：不然！我们定要一个王治理我们』	（撒上8：19）
『耶和华对撒母耳说：你只管依从他们的话，为他们立王』	（撒上8：22）
『于是撒马利亚被围困，有饥荒，甚至一个驴头值银八十舍客勒，二升鸽子粪值银五舍客勒』	（王下6：25）
『可以上去，因为主必将那城交在王的手里』	（王上22：6）
『爱人如己』	（太22：39）
『爱你们的仇敌』	（太5：44）
『拿你的婴孩摔在磐石上的，那人便为有福』	（诗137：9）
『我生他甚是痛苦』	（代上4：9）
『甚愿你赐福与我，扩张我的境界，常与我同在，保佑我不遭患难，不受艰苦』	（代上4：10）
『若是这样，那十字架讨厌的地方就没有了』	（加5：11）
『心灵与诚实』	（约4：23）
『那税吏远远的站著，连举目望天也不敢，只捶著胸说：神啊，开恩可怜我这个罪人』	（路10：13）
『我们只管坦然无惧的来到施恩的宝座前，为要得怜恤，蒙恩惠，作随时的帮助』	（来4：16）
『不可荒宴醉酒』	（罗13：13）
『不要醉酒，酒能使人放荡』	（弗5：18）
『你要从你庄稼中的谷和酒醡中滴出来的酒拿来献上』	（出22：29）
『要做桌子上的盘子、调羹，并奠酒的爵和瓶』	（出25：29）
『和这一只羊羔同献的，要用细面伊法十分之一与捣成的油一欣四分之一调和，又用酒一欣四分之一作为奠祭』	（出29：40）
『凡油中、新酒中、五谷中至好的，就是以色列人所献给耶和华初熟之物，我都赐给你』	（民18：12）
『他必爱你，赐福与你，使你人数增多，也必在他向你列祖起誓应许给你的地上赐福与你身所生的，地所产的，并你的五谷、新酒，和油，以及牛犊、羊羔』	（申7：13）
『他必按时降秋雨春雨在你们的地上，使你们可以收藏五谷、新酒和油』	（申11：14）
『你用这银子，随心所欲，或买牛羊，或买清酒浓酒，凡你心所想的都可以买；你和你的家属在耶和华你神的面前吃喝快乐』	（申14：26）
『每日预备一只公牛，六只肥羊，又预备些飞禽；每十日一次，多预备各样的酒』	（尼5：18）
『管筵席的尝了那水变的酒』	（约2：9）
『他就要远离清酒浓酒，也不可喝甚么清酒浓酒做的醋；不可喝甚么葡萄汁，也不可吃鲜葡萄和干葡萄』	（民6：3）
『然后拿细耳人可以喝酒』	（民6：20）
『你们蒙召是要得自由，只是不可将你们的自由当作放纵情欲的机会』	（加5：13）
『只是各人心里要意见坚定』	（罗14：5）
『我将你主人的家业赐给你，将你主人的妻交在你怀里，又将以色列和犹大家赐给你；你若还以为不足，我早就加倍地赐给你』	（撒下12：8）
『摩西便制造一条铜蛇，挂在杆子上；凡被蛇咬的，一望这铜蛇就活了』	（民21：9）
『摩西在旷野怎样举蛇，人子也必照样被举起来』	（约3：14）
『大卫夺了亚扪人之王【王或作玛勒堪。玛勒堪即米勒公，是亚扪族之神名】所戴的金冠冕，其上的金子重一他连得，又嵌著宝石；人将这冠冕戴在大卫头上』	（代上20：2）
『要被圣灵充满』	（弗5：18）
『又要将乌陵和土明放在决断的胸牌里』	（出28：30）
『扫罗求问耶和华，耶和华却不藉梦，或乌陵，或先知回答他』	（撒上28：6）
『凡事查验』？	（帖前5：21）
『要考查圣经，要晓得这道是与不是』？	（徒17：11）
『不存敬畏我的心，乃为恶事』	（耶2：19）
『先去掉自己眼中的梁木，然后才能看得清楚，去掉你弟兄眼中的刺』	（太7：5）
『耶和华说：我知道我向你们所怀的意念是赐平安的意念，不是降灾祸的意念，要叫你们末后有指望』	（耶29：11）
『那赐诸般恩典的神曾在基督里召你们，得享他永远的荣耀，等你们暂受苦难之后，必要亲自成全你们，坚固你们，赐力量给你们』	（彼前5：11）
『凡越过基督的教训、不常守著的，就没有神；常守这教训的，就有父又有子』	（约二1：9）
『不要被人虚浮的话欺哄；因这些事，神的忿怒必临到那悖逆之子。所以，你们不要与他们同伙』	（弗5：6-7）
『你们吃脂油、穿羊毛、宰肥壮的，却不牧养群羊』	（结34：3）
『瘦弱的，你们没有养壮；有病的，你们没有医治；受伤的，你们没有缠裹；被逐的，你们没有领回；失丧的，你们没有寻找』	（结34：4）
『没有人夺我的命去，是我自己舍的』	（约10：18）
『约翰的儿子西门，你爱我比这些更深吗？彼得说：主啊，是的，你知道我爱你。耶稣对他说：你喂养我的小羊』	（约21：15）
『好塞住各人的口，叫普世的人都伏在神审判之下』	（罗3：19）
『神将众人都圈在不顺服之中，特意要怜恤众人』	（罗11：32）
『耶和华对他说：你年纪老迈了，还有许多未得之地』	（书13：1）
『你也可以知道在神的家中当怎样行。这家就是永生神的教会，真理的柱石和根基』	（提前3：15）
『不可让人因著故意谦虚和敬拜天使，就夺去你们的奖赏。这等人拘泥在所见过的	（有古卷作：这等人窥察所没有见过的），随著自己的欲心，无故的自高自大』	（西2：18）
『神的选民昼夜呼吁他』	（路18：17）
『我昼夜以眼泪当饮食』	（诗42：3）
『我又告诉你们，你们祈求，就给你们；寻找，就寻见；叩门，就给你们开门』	（路11：9）
『主啊，求你睡醒，为何尽睡呢？』	（诗44：23）
